msa,Node Count,Edge Count,Degree Average,Edge Length Total (km),Edge Length Average (km),Streets per Node Average,Intersection Count,Street Length Total (km),Street Segment Count,Street Length Average (km),Circuity Average,Self-loop Proportion,Node Density (/sq km),Intersection Density (/sq km),Edge Density (km/sq km),Street Density (km/sq km),Building Area (sq km),Area (sq km),Car Mode Share,Transit Mode Share,Bicycle Mode Share,Walking Mode Share,Working from Home Share,Median Household Income,Households,Employment Rate (%),Unemployment Rate (%),Population,Housing Units,No Vehicles Available,1 Vehicle Available,2 Vehicles Available,3 or More Vehicles Available,GDP ($),Transit Diesel (gal),Transit Gasoline Vehicle Fuel Use (gal),Transit Liquefied Petroleum Gas (GGE),Transit Compressed Natural Gas (GGE),Transit Bio-Diesel (gal),Transit Other Fuel (GGE),Transit Electric Propulsion Vehicle Fuel Use (kWh),Transit Electric Battery Vehicle Fuel Use (kWh),Transit Diesel Vehicle Miles,Transit Gasoline Vehicle Miles,Transit Compressed Natural Gas Vehicle Miles,Transit Other Fuel Vehicle Miles,Transit Electric Propulsion Vehicle Miles,Transit Electric Battery Vehicle Miles,Cooling Degree Days (°Df),Heating Degree Days (°Df),Palmer Z Index,Average Temperature (°F),Precipitation (in),Population Density (/sq km),Built-Up Area Proportion,Cluster
"Billings, MT",13038.0,33362.0,5.1176560822212,16933.092497999933,0.5075562765421717,2.6675870532290227,9776.0,8766.506810000035,17353.0,505.1868155362206,1.0996543066764728,0.0040915115541981,0.772427427237835,0.579172459631621,1.0031895285634584,0.5193657233556748,17.541709356325928,16879.25563003801,89.6067727403857,0.8732219337372122,0.4637951312606795,2.6440760712779885,5.551117324634401,62722,76411,0.636,0.035,180641,83956,4074,20373,28095,23869,11257827.0,128260.0,25286.0,0.0,0.0,0.0,0.0,0.0,0.0,660206.0,162511.0,0.0,0.0,0.0,0.0,375.3333333333333,7636.0,0.49,45.0,15.656666666666666,10.70195297466404,2.1120209604847515,3
"Binghamton, NY",10477.0,26912.0,5.137348477617639,10415.024979999964,0.3870030090665861,2.6803474276987687,8245.0,5483.928640000017,13961.0,392.80342668863386,1.0716749194213036,0.0052288518014468,3.268159337759143,2.5719169361290577,3.248827063222451,1.7106378345347766,8.83843013998542,3205.780048405992,88.49638908788167,2.488915564676954,0.3591550659257682,3.3534047125791404,4.480241631009313,54695,100171,0.531,0.072,240473,113726,10992,36208,35707,17264,13089474.0,246230.0,53590.0,0.0,0.0,0.0,0.0,0.0,0.0,1218272.0,633748.0,0.0,0.0,0.0,0.0,501.5,6494.0,0.025,48.45,39.7,75.01232036164497,10.465471194200688,5
"Birmingham-Hoover, AL",78431.0,189591.0,4.834593464318956,47035.196514000665,0.2480877072962359,2.524945493491094,55084.0,24575.308492000226,98997.0,248.2429618271283,1.0926746375976344,0.0064143357879531,6.638502561209091,4.662381903604972,3.981120635018886,2.08008629708466,30.1243205090974,11814.56198545401,92.00419150711132,0.5123405294321118,0.1023460231550247,1.1280444381142287,5.462998758825564,59185,422926,0.575,0.0559999999999999,1088170,487435,26046,131807,158882,106191,74337618.0,4370.0,37880.0,0.0,903948.0,0.0,0.0,0.0,0.0,38268.0,229164.0,2746806.0,0.0,0.0,0.0,1898.0,2370.833333333333,0.8783333333333333,63.6,70.66833333333334,92.10413397803032,14.09146669189036,4
"Bismarck, ND",6859.0,19081.0,5.56378480828109,12557.89011899997,0.6581358481735744,2.9026097098702435,5742.0,6520.616621000009,9904.0,658.3821305533128,1.0617589804335392,0.002827140549273,0.6095733935912887,0.5103033133111503,1.1160454433861096,0.5795005688833268,10.456106027305044,11252.131526919748,92.57561061634776,0.1690033212826617,0.216030332422185,1.294712400435,5.061282073891191,72886,54050,0.677,0.024,128589,59232,2481,14729,21168,15672,8791944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,578.0,8397.333333333334,-0.34,43.5,10.273333333333332,11.42796808696752,3.308403559333457,1
"Bloomington, IL",9033.0,24503.0,5.425218642754345,9449.33703399995,0.3856400046524895,2.9479685597254512,7647.0,4997.883852000003,13257.0,376.9996116768502,1.043363873413884,0.0055819567021196,2.940565208381241,2.489372539410091,3.076097832884828,1.626990298983907,4.594963851216923,3071.8584217258685,86.74299806235688,1.1261816687217423,0.4556397158123422,4.246374258704715,6.747695379014738,68037,66225,0.621,0.033,172164,72580,4215,22463,27138,12409,14510977.0,0.0,53908.0,19336.0,0.0,282297.0,0.0,0.0,0.0,1345849.0,310658.0,0.0,78660.0,0.0,0.0,974.0,5560.0,-0.08,52.3,37.77,56.04555170328219,9.000560293515857,3
"Bloomington, IN",7717.0,19047.0,4.9363742386937925,6274.297861000077,0.3294113435711701,2.593235713360114,5666.0,3223.635125000016,9956.0,323.7881804941759,1.0841163463694474,0.0114503816793893,3.7305179891222897,2.739032645635207,3.0330933056333147,1.5583554262250925,10.209268767409933,2068.6135336974057,82.01959790922683,2.549211017336612,1.2356815401534718,6.096852719117229,7.356012208533616,52226,65229,0.58,0.063,168172,72307,4656,22893,23396,14284,9948349.0,191369.0,20899.0,0.0,0.0,0.0,0.0,0.0,0.0,886607.0,112972.0,0.0,0.0,0.0,0.0,976.0,4986.5,0.165,53.9,45.23,81.29696401019486,9.578247912209022,5
"Bloomsburg-Berwick, PA",6107.0,16016.0,5.245128541018503,6281.489434000032,0.3922008887362657,2.732438185688554,4861.0,3226.310005999989,8262.0,390.4998796901464,1.0819469158783177,0.0077463083999031,3.7745818830100606,3.004460870036336,3.882429378728613,1.994100425351505,2.202038481446424,1617.9275451642714,88.97768472654853,0.3089414287902772,0.1480876270234387,3.492825409794209,6.449471480365624,53546,33957,0.563,0.039,83568,38522,2607,11248,11870,8232,5067818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,742.0,5656.5,-0.42,51.4,40.485,51.65126228907561,10.78265908026694,5
"Boise City, ID",43821.0,111007.0,5.066383697314073,34176.71923499992,0.3078789556964869,2.631249857374318,33086.0,17426.396137999967,58009.0,300.40849071695715,1.127429861793831,0.0074815976831181,1.43122679946098,1.080613630153716,1.1162373402429304,0.5691591969769944,73.02067763343719,30617.788890274835,86.39637326893835,0.2750515545349654,1.2119194649048322,1.883045257970148,8.911952471091377,64717,269804,0.632,0.04,730483,283450,9895,76502,107516,75891,43961650.0,4936.0,95568.0,0.0,435746.0,0.0,0.0,0.0,0.0,65846.0,1044548.0,2133443.0,0.0,0.0,0.0,563.6,6173.6,-0.236,49.52,16.664,23.85812387099005,2.6806679062475056,4
"Boston-Cambridge-Newton, MA-NH",166287.0,415686.0,4.999621136949972,70762.2086919996,0.1702299540807234,2.696398395545052,132633.0,38059.163872000325,224475.0,169.54745014812482,1.093933780479568,0.0283995990644837,15.000228940013931,11.96440710940042,6.383236997967599,3.433197852781708,271.781972619872,11085.630803701955,71.34573769868992,12.26816441185615,0.9920442624641308,5.268495480945695,8.780308909945331,93537,1852755,0.6559999999999999,0.049,4854808,1972346,238513,641621,670598,302023,527846226.0,20589788.0,2108664.0,0.0,1865266.0,70211.0,0.0,239704280.0,149495.0,23340969.0,17073427.0,4471802.0,1083935.0,28001142.0,0.0,696.5714285714286,5661.571428571428,-0.5428571428571428,51.285714285714285,42.30714285714286,437.9370092659749,40.869496740261305,4
"Bowling Green, KY",11171.0,27250.0,4.878703786590278,11050.134449000048,0.4055095210642219,2.54372929907797,8105.0,5722.810554999992,14160.0,404.1532877824853,1.0986694956676253,0.0140536723163841,2.631664371044597,1.909376038610372,2.603190862473006,1.3481798084174594,6.751971606417863,4244.842208190039,91.46265216804991,0.1936962891223596,0.1091074033663924,2.9446739650120755,3.659388753355972,51591,67547,0.605,0.053,176852,76214,3920,20986,25555,17086,8692455.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1382.75,3762.5,1.1675,58.4,60.725,41.662797184493705,8.055735082155321,3
"Bremerton-Silverdale-Port Orchard, WA",12374.0,28776.0,4.651042508485534,6541.792045999992,0.2273350029886013,2.385485695813803,7977.0,3379.4082850000214,14763.0,228.9106743209389,1.1049544594383085,0.0092122197385355,8.530875918369869,5.499498723196739,4.51003848619726,2.3298297039636577,3.989498285458119,1450.4958363483615,75.81468455289614,8.31102742071026,0.4886551090914749,5.46857978773071,8.073702885243861,78969,105758,0.527,0.044,268945,113730,4979,27165,42578,31036,19402536.0,640929.0,28080.0,144155.0,0.0,506050.0,0.0,0.0,14108.0,3185811.0,362161.0,0.0,758230.0,0.0,5103.0,181.0,4678.0,0.41,52.6,49.13,185.4159062442205,28.67502415578624,4
"Bridgeport-Stamford-Norwalk, CT",30857.0,77301.0,5.01027319570924,15506.861320000227,0.2006036315183533,2.634086268917912,23833.0,8163.304714999944,40624.0,200.94783170047128,1.091871271547315,0.0225728633320204,16.553302056655195,12.785262595724252,8.318688122002355,4.379221853320531,68.32242502141834,1864.099373912775,77.70678185523668,9.274474366697856,0.133731537143614,2.505650477887298,9.202695139093615,97539,345070,0.629,0.066,944306,374329,25503,106913,134599,78055,95272579.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,866.0,5106.0,-0.74,53.3,43.4,506.574924714387,46.96630161489006,7
"Brownsville-Harlingen, TX",15184.0,40115.0,5.283851422550053,10338.105756999952,0.2577117227221726,2.815595363540569,12290.0,5519.015506000018,21369.0,258.2720532547156,1.068539078009165,0.0044456923580888,3.920060420297138,3.172915079389609,2.668993624793302,1.4248468285087492,10.41596344950044,3873.409685570373,91.024881881993,0.5902816328041153,0.2029285864081023,1.62836312497687,5.234817364272232,41200,126968,0.531,0.0559999999999999,422135,152544,8980,48055,44087,25846,14449866.0,183074.0,28410.0,0.0,0.0,0.0,0.0,0.0,0.0,598386.0,174082.0,0.0,0.0,0.0,0.0,4558.0,407.0,-0.72,76.3,24.44,108.9827914595714,15.847873139272936,3
"Brunswick, GA",11009.0,27385.0,4.975020437823599,9346.181532000037,0.3412883524557252,2.605141248069761,8082.0,4869.108120999992,14310.0,340.25912795248024,1.092856360740593,0.0115303983228511,2.648827695256525,1.9445749326063435,2.248744162672064,1.1715349661280077,2.377118692590903,4156.178229227491,91.56087511036986,0.45129010104974,0.4041989600706366,1.037967232414402,4.942607671931718,53541,47297,0.544,0.047,118149,61297,2680,16956,16890,10771,5745176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2840.333333333333,1260.6666666666667,-0.3166666666666666,69.26666666666667,49.3,28.42731795502436,10.295795855500984,3
"Buffalo-Cheektowaga, NY",30091.0,81425.0,5.411917184540228,20889.06531700024,0.2565436329996959,2.871955069622146,25522.0,11079.167473999943,43224.0,256.3198101517662,1.0570463450308498,0.0138349065334073,4.92741871234684,4.1792423108742165,3.4205965679579395,1.8142201033070284,45.03849009507663,6106.848586786367,87.94098231035757,2.876851295860482,0.3623337050532778,2.534844082753065,5.317522181983642,59079,482932,0.591,0.049,1129018,530247,57898,183783,172681,68570,81440232.0,1349982.0,241185.0,0.0,1019678.0,0.0,0.0,7920559.0,0.0,7504182.0,1602878.0,3886532.0,0.0,990450.0,0.0,639.0,6039.5,-0.305,50.1,35.485,184.877352689389,26.731999664409017,1
"Burlington, NC",8557.0,21105.0,4.932803552646956,5343.392991999999,0.2531813784411276,2.55685403763001,6132.0,2745.2659540000136,10901.0,251.83615760022136,1.0589585732143114,0.0072470415558205,7.610602514885873,5.453805611929434,4.752417920175148,2.441641693764528,3.3694901483632425,1124.3525047147098,93.73498380862844,0.1697482502872662,0.0874856366865141,0.9923743862947874,4.4474041575263765,51580,65455,0.583,0.052,166144,71718,3108,20406,23109,18832,7286494.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,3140.0,1.24,60.1,59.79,147.76860397723482,20.70183242773188,5
"Burlington-South Burlington, VT",10854.0,26095.0,4.808365579509858,9185.818646999973,0.3520145103276478,2.480375898286346,7690.0,4727.688385000015,13448.0,351.5532707465805,1.0888534763263316,0.024390243902439,2.788371537689015,1.9755460774671567,2.3598189852282787,1.2145339719731885,8.325908385996573,3892.594603442168,80.8836926814455,2.1493403515875427,1.6786449370719034,5.915747207882039,8.536626514154603,73447,88499,0.6559999999999999,0.038,219764,98488,5937,30053,37151,15358,16774409.0,394526.0,163345.0,0.0,0.0,0.0,0.0,0.0,20169.0,3473017.0,489973.0,0.0,0.0,0.0,0.0,473.0,7114.666666666667,-0.4033333333333333,46.63333333333333,37.66333333333333,56.45694514544764,9.150413776518707,1
"Canton-Massillon, OH",19333.0,52480.0,5.429059121708995,12510.681192999897,0.2383895044397846,2.800600010345006,15322.0,6435.014273000001,26977.0,238.5370601994292,1.0507645934026992,0.0040775475404974,7.6275839048831955,6.045095980480025,4.935926680124704,2.5388512541472323,7.337700607238546,2534.6164973187606,90.22566114188416,1.0205401211285212,0.1390176088971269,1.6024742979071922,6.049960126732332,54854,165608,0.585,0.051,398711,180622,11673,53348,62284,38303,19776672.0,211956.0,0.0,0.0,342409.0,0.0,21975.0,0.0,0.0,2136294.0,0.0,2236844.0,0.0,0.0,0.0,812.5,5357.5,-0.07,52.45,40.965,157.3062435369515,23.217102423066496,5
"Cape Coral-Fort Myers, FL",43551.0,110468.0,5.073040802737021,19121.29659699978,0.1730935347521434,2.8562145530527427,36063.0,10604.65233600008,62302.0,170.21367429617158,1.0820652057792306,0.0231774260858399,13.877764546299026,11.491672357309405,6.093105829788335,3.379230516276758,48.062355039050246,3138.1855380745988,87.66685930290944,0.6574896023798471,0.7598078690326188,1.149501514247187,7.505550134371674,59608,288916,0.506,0.05,756570,401252,14553,119393,113868,41102,39902997.0,560039.0,52908.0,233028.0,0.0,0.0,0.0,0.0,0.0,2954808.0,316925.0,0.0,936176.0,0.0,0.0,4457.0,272.0,0.05,76.4,55.9,241.08517193160787,63.07966617553152,7
"Cape Girardeau, MO-IL",8862.0,21982.0,4.960956894606183,9437.40486399999,0.4293242136293326,2.561611374407583,6369.0,4811.705714999984,11299.0,425.85235109301567,1.0934348794841078,0.0061067351093017,2.344863758520753,1.6852219902977514,2.497114493351506,1.2731656903374686,1.15135371798551,3779.3240514709287,91.81646593564624,0.3685062016897357,0.0741506381448858,1.7009706992629876,4.792827611001258,51428,36893,0.583,0.047,97026,44240,2080,12135,14305,8373,5038978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1380.6666666666667,4030.3333333333335,0.9733333333333332,57.63333333333333,55.75333333333333,25.6728448470136,7.168279868965943,3
"Carbondale-Marion, IL",15822.0,39644.0,5.0112501580078375,11298.887853000142,0.2850087744173177,2.573821261534572,11281.0,5814.3062949999785,20298.0,286.44725071435505,1.0798829926653553,0.0133510690708444,4.37162358777625,3.116943856257356,3.1218862756803163,1.606494662228406,4.213465854965188,3619.250304221253,89.01184649216145,0.9505568560686672,0.5338015180534865,3.036106973114847,5.3858977087323545,46563,56319,0.517,0.067,136837,66007,5082,19718,20602,10917,7451691.0,1065.0,47847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,337376.0,0.0,0.0,0.0,0.0,1297.6666666666667,4210.333333333333,0.7400000000000001,56.93333333333334,51.36333333333334,37.8081062369194,11.12859781762154,3
"Casper, WY",5774.0,15528.0,5.378593695878074,8166.183903999978,0.5259005605358048,2.772081745756841,4557.0,4216.255106999993,7972.0,528.8829788008019,1.1079744986283624,0.0022579026593075,0.4149340853968152,0.3274774207054532,0.5868424055054423,0.302990640218686,1.3966645497360155,13915.463210206346,91.34279502650416,0.3859589124752668,0.1587805652588123,1.5242934264845984,5.835796467743117,62168,32896,0.6579999999999999,0.043,80067,37160,1248,9506,12283,9859,5825918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,7882.0,-1.26,44.5,6.51,5.753814931670731,1.227000391468897,1
"Cedar Rapids, IA",14163.0,38954.0,5.5008119748640825,15512.251311999964,0.3982197287056519,2.8830050130622045,11677.0,8088.96218,20346.0,397.5701454831417,1.0414299434985197,0.0067335102722893,2.710385106714321,2.2346372160632018,2.9685924541166697,1.5479914298840225,14.45945952774668,5225.456694295805,89.74783467504139,0.3346572782629085,0.3517098784291713,1.9546542940578795,6.874329442024712,66620,109796,0.6609999999999999,0.038,271734,118199,5111,32295,44008,28382,20477905.0,208142.0,24401.0,0.0,0.0,0.0,0.0,0.0,0.0,992279.0,278320.0,0.0,0.0,0.0,0.0,774.3333333333334,6723.0,0.4666666666666667,48.56666666666666,35.99333333333333,52.00196191399487,9.628084810566564,3
"Chambersburg-Waynesboro, PA",7228.0,18575.0,5.139734366353071,6737.179098000005,0.3627014319246301,2.6411178749308246,5526.0,3456.835800000006,9498.0,363.9540745420095,1.079661927810267,0.0097915350600126,3.607829781685535,2.758282702489522,3.3628383224009,1.7254669548473662,4.745853124578187,2003.4204597710168,90.13267907563257,0.2617944570848981,0.1137640834452698,2.7029249705309906,5.666273746539105,63420,61617,0.596,0.039,154954,65808,3196,17164,23839,17418,7241076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,934.0,4936.0,-0.62,54.0,38.51,77.34472274367741,12.977154542375398,5
"Champaign-Urbana, IL",10905.0,31189.0,5.720128381476387,12025.52401599993,0.3855693999807602,2.981292984869326,9329.0,6257.4146349999855,16189.0,386.5226162826602,1.0277261998607947,0.0198282784606831,2.927356411998085,2.5042923399844232,3.2281517501948054,1.6797508348737151,10.81752157947859,3725.2040630599968,78.96715509178603,4.986337545159456,2.0438665664142017,7.120981496084652,5.917951915494508,54897,89814,0.591,0.047,226418,101114,9776,34385,31381,14272,15738844.0,2293.0,61361.0,0.0,0.0,629740.0,0.0,0.0,0.0,3345301.0,276923.0,0.0,0.0,0.0,0.0,994.5,5435.5,0.375,52.7,40.49,60.78002605151604,8.956481485352093,1
"Charleston, WV",19782.0,45587.0,4.608937417854615,17886.359721999725,0.3923565867900876,2.399454049135578,12998.0,9318.266830000011,23627.0,394.3906052397686,1.1688510431915955,0.0061793710585347,2.8643097295609894,1.8820290094446328,2.5898328873800223,1.3492266880909147,13.04791450942498,6906.376009493908,89.91826402844335,1.779641366517236,0.0859870149945895,2.953509043128768,4.552481063533777,46099,109935,0.489,0.061,260920,131549,11237,40513,38842,19343,15162479.0,331078.0,68980.0,0.0,0.0,0.0,0.0,0.0,0.0,1409745.0,488422.0,0.0,0.0,0.0,0.0,1068.8,4234.8,0.916,56.24,54.348,37.77958217758838,7.401491484728978,3
"Charleston-North Charleston, SC",43999.0,105673.0,4.803427350621605,25334.05170300016,0.2397400632422676,2.5582854155776267,32118.0,13318.320744999995,56448.0,235.9396390483276,1.0845311668451778,0.0108949829931972,5.583251257241904,4.075612261189924,3.214763426937136,1.6900277516278135,29.0475608186785,7880.533755834457,88.52965044015984,0.7840186541483909,0.5636819344434058,2.003061088227137,6.950621976148165,65894,299947,0.605,0.042,790955,339240,15716,101615,122577,60039,54702909.0,508172.0,79926.0,0.0,0.0,0.0,0.0,0.0,145280.0,3069628.0,831203.0,0.0,0.0,0.0,0.0,2427.0,1615.3333333333333,0.4033333333333333,67.16666666666667,54.370000000000005,100.3682015084836,18.29311903008385,3
"Charlotte-Concord-Gastonia, NC-SC",129839.0,307364.0,4.734540469350503,72915.0664159995,0.2372270871539917,2.519535732715132,91507.0,38486.16903800027,163720.0,235.0731067554377,1.0739433591608556,0.0079403860249205,8.783879885811132,6.190639921063157,4.932856732292152,2.603669822586571,160.87794872460876,14781.509047013824,86.59660579119048,1.4331417357269711,0.0828410157860334,1.3735777130236737,9.398654166581762,65725,975476,0.634,0.051,2595027,1062398,48007,309555,386755,231159,206195242.0,1958153.0,117851.0,0.0,0.0,0.0,0.0,16788420.0,0.0,8348873.0,1191906.0,0.0,0.0,2267804.0,0.0,1551.909090909091,2755.7272727272725,1.2163636363636363,61.61818181818182,61.21909090909091,175.55900360012637,23.79065793949308,4
"Chattanooga, TN-GA",33250.0,80732.0,4.85606015037594,21448.34620300031,0.2656734157830886,2.510827067669173,23525.0,11179.346882000154,41691.0,268.1477268954967,1.1142391748631677,0.009402508934782,5.97871891086425,4.230056011370872,3.856650618064403,2.0101706049481383,41.29371206117299,5561.392080095896,90.3634787633632,0.6841953192718867,0.1279013772512761,1.6253491283829338,6.374650871617066,54425,222885,0.581,0.047,561055,248977,12579,71564,84444,54298,36678281.0,416359.0,116564.0,0.0,0.0,0.0,0.0,76000.0,222600.0,1715361.0,564469.0,0.0,0.0,10384.0,201998.0,1459.6666666666667,3091.1666666666665,1.0433333333333332,60.45,72.415,100.8839139409005,15.715664352892327,3
"Cheyenne, WY",6626.0,18189.0,5.490190159975853,8465.060044000025,0.4653944716037179,2.8892242680350138,5492.0,4472.443615999992,9546.0,468.5149398701018,1.0726485579773153,0.0026188979677351,0.9535182137226864,0.7903293132757311,1.2181691717793828,0.643609485014148,4.947734084638125,6949.002027062539,91.8099336269714,0.1786185479123957,0.2658980656423164,1.5892991251750663,5.263157894736842,69369,40202,0.6,0.049,99272,43841,1860,11447,14335,12560,7601656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,6962.0,-1.5,47.2,10.28,14.285792350238234,3.0624895691772167,1
"Chicago-Naperville-Elgin, IL-IN-WI",264614.0,704691.0,5.326180776527319,131327.43960599776,0.1863617381320292,2.892110772672648,218762.0,71755.04228499983,383224.0,187.2404710691393,1.058542230351346,0.0127053629209026,10.667107244415948,8.818723555831973,5.294065629224972,2.8925859228222786,334.47668850830496,24806.537886690978,76.05675014340066,11.297802908401884,0.6311348095187967,2.8507838162409045,7.827334852914953,74621,3548735,0.626,0.062,9478801,3856019,424827,1244961,1255981,622966,762681068.0,55033730.0,3031787.0,0.0,1160902.0,0.0,0.0,441137643.0,31040.0,75362439.0,28067719.0,4464444.0,0.0,70431951.0,9011.0,884.8571428571429,5949.142857142857,0.1192857142857142,51.0,38.013571428571424,382.108984465966,36.57302357291618,4
"Chico, CA",13425.0,32244.0,4.803575418994414,10575.26123300008,0.3279760958007716,2.4764245810055865,9020.0,5410.18761600004,16600.0,325.91491662650844,1.1453268899918907,0.0043975903614457,3.092410983615219,2.0777316254904488,2.4359816753467167,1.246221497738366,7.338830056155094,4341.272900377991,84.99617056621685,1.0895008791516996,2.148797773534837,2.921156812616636,7.54560262343182,54972,83879,0.523,0.074,223344,93968,5564,24974,31051,22290,11041403.0,202812.0,70590.0,0.0,33644.0,0.0,0.0,0.0,0.0,931527.0,385465.0,113779.0,0.0,0.0,0.0,1730.0,2680.0,-1.08,62.4,19.16,51.4466621023879,6.8470719736072745,3
"Cincinnati, OH-KY-IN",79943.0,190256.0,4.759791351337828,51731.28706799957,0.2719035776427528,2.524361107288944,55840.0,27295.976974000067,101209.0,269.6991075299634,1.0774668454764966,0.0091592644922882,6.660834128794059,4.652577183141242,4.310240076416626,2.274295122864997,142.47899459492942,12001.950274428113,88.5624801885999,1.604596337236006,0.15220700152207,1.8957950389943805,6.955314722862194,66435,870103,0.628,0.046,2214265,946325,63357,269143,334997,202606,170588874.0,2995905.0,223821.0,0.0,0.0,0.0,0.0,702568.0,0.0,12701976.0,1151339.0,0.0,0.0,0.0,0.0,1092.4375,4599.375,0.694375,55.28125,48.69125,184.49209914807025,21.118469190672077,4
"Clarksville, TN-KY",17867.0,44029.0,4.928527452846029,16351.882206999711,0.37138890747007,2.55868360664913,13006.0,8510.266797000024,22809.0,373.1100353807718,1.098384505932832,0.0087246262440264,3.078206050545328,2.2407313982981214,2.8171748333458893,1.4661865308266906,5.439656461524104,5804.354778925447,91.9548595847716,0.6154200926733302,0.0835933615340823,2.777317373727183,3.354543947768561,54911,111845,0.52,0.064,304584,127557,5406,33073,45432,27934,18671020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1471.75,3551.25,0.8925,59.2,56.4225,52.4750832092292,10.209139538290604,3
"Cleveland, TN",7410.0,18105.0,4.886639676113361,6093.387561999955,0.3365582746202681,2.5473684210526315,5379.0,3153.1721869999865,9395.0,335.6223722192641,1.129790839159883,0.0077700904736562,3.696985466640782,2.683682162626285,3.0401032738628264,1.5731756746497816,4.20652208558856,2004.335712667272,93.66150541483934,0.1324621856260628,0.1861630716906829,1.6038664637966529,3.5603687460843103,51015,48178,0.5710000000000001,0.055,123731,53225,2700,13797,16832,14849,5690398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1463.0,3181.5,1.61,60.25,75.5,61.73167459823626,11.695965980745672,5
"Cleveland-Elyria, OH",56679.0,149681.0,5.281709275040138,34623.03371899912,0.2313121486294126,2.7743079447414387,46048.0,18464.610529999805,78691.0,234.6470438804921,1.0586413812359594,0.0227853248783215,5.505988189681926,4.473257187996848,3.363397638415784,1.793714206412524,57.85508304155945,10294.064943004223,87.1814439570512,2.782506219719785,0.2700667801492732,2.1237069529920127,6.5825708720701845,57263,871132,0.595,0.061,2053137,963209,87774,319431,317493,146434,150978456.0,1981647.0,432705.0,313497.0,1575490.0,0.0,0.0,32090136.0,0.0,12172508.0,3700971.0,5051396.0,1470921.0,2921572.0,0.0,749.2,5498.0,0.7779999999999999,51.88,43.374,199.44861542721256,40.73323364900039,4
"Coeur d'Alene, ID",10319.0,26047.0,5.048357398972769,9557.349552999967,0.3669270761699992,2.6633394708789613,7775.0,4971.967374999981,13715.0,362.520406489244,1.2158810146339367,0.0051768137076193,3.025890878733579,2.279901306536833,2.802548390085381,1.4579543298162012,2.2973864075276174,3410.235336813862,88.75127179000204,0.2984467204775147,0.4653055687444889,1.4840941463745507,8.27240046123584,60903,64475,0.583,0.04,161676,72799,2195,16335,25956,19989,8481320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0,6903.0,-0.23,46.6,31.59,47.40904484059794,7.304801348249179,3
"College Station-Bryan, TX",15470.0,38345.0,4.957336780866193,12708.179944999856,0.3314168716912206,2.6641241111829346,11613.0,6708.741131000005,20592.0,325.7935669677547,1.0759424076526756,0.0046134421134421,2.7929926655877555,2.096640195570175,2.294366734282741,1.2112129782941123,6.270639150771733,5538.861662833799,88.76137550043981,1.3736918688292792,1.377802257425417,1.8628281117696863,5.464350599705696,51261,95194,0.5820000000000001,0.046,261701,110036,5356,33944,35643,20251,17167664.0,94900.0,206093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284773.0,0.0,0.0,0.0,0.0,2880.333333333333,1451.6666666666667,-0.44,68.83333333333333,37.5,47.24815601661159,8.693866906852273,3
"Colorado Springs, CO",37008.0,91141.0,4.9254755728491135,20661.30654499991,0.2266960703196136,2.67960981409425,28150.0,11026.795962000017,49654.0,222.07266206146568,1.1001536295319323,0.0076529584726306,5.317528875457404,4.044758912779018,2.968739033660669,1.5843954261703466,35.79102936606159,6959.623702432014,85.38501589389456,0.669187767181848,0.3639153787131426,3.3774525923490084,9.237093061492931,71171,273240,0.588,0.059,735480,289808,10693,77517,113402,71628,51717400.0,472810.0,75050.0,0.0,0.0,0.0,0.0,0.0,0.0,2445458.0,797464.0,0.0,0.0,0.0,0.0,328.5,7358.5,-1.3050000000000002,45.6,12.364999999999998,105.67812735952796,9.632166259068322,3
