msa,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm,MSA,Carbon Dioxide,Methane,Nitrous Oxide,_merge
"Muskegon, MI",7974,21944,5.503887634813143,6062.353116999997,0.27626472461720725,2.833960371206421,6366,3124.9042879999956,11241,277.9916633751442,1.0515406874355742,0.0106752068321323,5.83796291566471,4.66070628556829,4.438398881202702,2.2878198330004524,3.6789966247254937,1365.8874020257597,"Muskegon, MI",777140.5454781301,78.816884623096,14.4964720149,both
"Monroe, LA",1657,4018,4.849728424864212,1670.885364000001,0.4158500159283228,2.4417622208811105,1117,836.0910810000017,2013,415.3457928464986,1.073647214294628,0.0079483358171882,2.4040095392541327,1.620566478785073,2.4241547097502205,1.2130180654250475,0.2009603200032693,689.2651517988986,"Monroe, LA",413443.6102228619,30.80842430334434,6.154049799333333,both
"Napa, CA",5334,13070,4.90063742032246,3230.829972000018,0.24719433603672672,2.619610048743907,3916,1701.1360430000032,6988,243.4367548654841,1.1201125395816054,0.00429307384087,2.6074743845813457,1.9142987795314117,1.5793600286703624,0.8315839251613383,8.89753827827091,2045.6576799148208,"Napa, CA",632974.137965,21.3736380638,8.3336014497,both
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",39180,95716,4.88596222562532,22846.402735000363,0.23868948488236413,2.618478815722307,29220,12131.059553999796,51408,235.97610399159265,1.0838501267878815,0.009453781512605,6.800967670165737,5.072084617719317,3.96573880501081,2.1057412922819756,13.832310300782256,5760.944897867041,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1444609.688447035,117.44416395648051,24.0487124801,both
"Naples-Marco Island, FL",15237,34924,4.58410448250968,8418.700220000026,0.24105773164586036,2.736759204567828,11806,4776.882913000013,20902,228.5371214716301,1.0735214999470104,0.0190412400727203,2.5544068997869847,1.979216896953806,1.4113530176023021,0.8008205468557973,43.25732499155999,5964.985453676402,"Naples-Marco Island, FL",2424549.6922659,231.1539203479,27.3758062273,both
"New Bern, NC",8963,21217,4.734352337387036,7529.500358999973,0.354880537257858,2.482539328349883,6157,3942.983512000003,11111,354.8720648006483,1.0790019758683458,0.007110071100711,1.914792905946588,1.315338605591113,1.6085500248505458,0.8423515404487304,2.4455269570290965,4680.923964238886,"New Bern, NC",254876.983181976,30.619306437921,4.256891806964167,both
"Nashville-Davidson--Murfreesboro--Franklin, TN",83291,202491,4.862254025044723,59413.84809499832,0.2934147596436302,2.554549711253317,60128,31164.516180000075,106378,292.9601626276117,1.0849128075102097,0.0084697963864708,5.581947938095801,4.029623436167465,3.981762817930065,2.0885654732528685,57.9224088698965,14921.493522279876,"Nashville-Davidson--Murfreesboro--Franklin, TN",1172542.0819690963,64.12372928605829,13.201419352179924,both
"New Haven-Milford, CT",25721,64987,5.053224991252284,13417.620166999935,0.20646621888993083,2.675440301699001,20260,7189.360819000008,34400,208.9930470639537,1.0847358598677062,0.0110755813953488,15.7669180530439,12.419336719204903,8.224972498734775,4.407062823643625,62.03499876577867,1631.3270553869852,"New Haven-Milford, CT",3966121.7827741997,306.3490362929,60.2506881631,both
"Niles, MI",9553,25605,5.360619700617607,7200.622623000059,0.2812193955477469,2.752747827907464,7511,3772.2328330000046,13097,288.0226641979083,1.058662194519471,0.0122928915018706,6.360524754929844,5.000931794648598,4.794278074374515,2.511606858123696,2.019947077174181,1501.9201037769358,"Niles, MI",1090156.8320677,75.82214247086101,12.6400449494,both
"North Port-Sarasota-Bradenton, FL",42259,105405,4.988523154830924,18122.873446999496,0.17193561450594846,2.803142525852481,34359,10064.496956000152,59348,169.58443344342106,1.0892575228393695,0.0088124283884882,10.087202365787633,8.201476279280088,4.325920914111626,2.402390437658893,28.765048279331268,4189.367722345711,"North Port-Sarasota-Bradenton, FL",2549522.7599877426,190.683523835145,28.326547198500002,both
"Norwich-New London, CT",11022,27379,4.968063872255489,7598.35710100002,0.277525004602068,2.6107784431137726,8428,4039.5704259999934,14360,281.3071327298046,1.0811629560992984,0.0178969359331476,5.764165290478678,4.4075834756082655,3.973705885161178,2.1125704625288817,24.159140732747776,1912.1589067208536,"Norwich-New London, CT",1488479.7985809199,119.90432570920001,20.855012383940004,both
"Ocala, FL",28297,74853,5.290525497402552,17191.04204099995,0.22966403538936248,2.813266424002544,23202,9068.041872999996,39776,227.977722068584,1.0599928864847403,0.007667940466613,6.574847957465414,5.391017503944323,3.9943629236304408,2.1069723499630655,9.1290069582128,4303.825758870996,"Ocala, FL",2619213.9314823,180.0398443604,31.764145406599997,both
"Ocean City, NJ",7766,21190,5.457120782899819,3574.4206119999826,0.16868431392166033,2.888230749420551,6137,1907.0731219999905,11224,169.91029240912246,1.049535242742022,0.0040983606557377,4.788120238472552,3.783761769702042,2.203805778152274,1.1758041992911652,2.155452676422231,1621.9308649770696,"Ocean City, NJ",717283.493721132,93.426090911787,7.192798595056,both
"Odessa, TX",7663,22376,5.840010439775545,5204.255922000006,0.2325820487129069,3.0382356779329243,6681,2799.212347000008,11620,240.89607117039657,1.0275409350227531,0.0006884681583476,3.27426258949988,2.8546715855994647,2.2236853023082124,1.1960532778087278,2.803425332511936,2340.374295138762,"Odessa, TX",1090131.4386173,66.94492321050001,13.749314163300001,both
"Ogden-Clearfield, UT",26640,67635,5.077702702702703,16435.13096100001,0.24299742679086284,2.621283783783784,19736,8656.849706000035,34933,247.81294781438856,1.0694350151677767,0.0020610883691638,1.1916158863807946,0.8827977152256518,0.7351487668121796,0.3872237100480688,22.95884682055365,22356.197416024446,"Ogden-Clearfield, UT",941175.6009069589,86.57136432632676,15.3453526171,both
"Oklahoma City, OK",76540,197390,5.157825973347269,55858.754018001244,0.2829867471401856,2.744591063496211,59688,29406.27322799997,105113,279.7586714107672,1.0595489991689215,0.0086573497093604,5.2960212571243535,4.129983234847641,3.8650267660806765,2.034704051584722,42.69513479950832,14452.358909442872,"Oklahoma City, OK",1482979.2386391466,132.0730094837077,21.02038060375714,both
"Olympia-Lacey-Tumwater, WA",16778,39576,4.7176063893193465,9146.034009000052,0.23110051569132936,2.4638216712361425,11506,4741.359640000023,20670,229.38363038219757,1.1229129591475906,0.0216255442670537,8.346142195989867,5.723609018182108,4.549654331176165,2.3585684680991488,11.52661715966886,2010.2700871860836,"Olympia-Lacey-Tumwater, WA",1391389.6837667,134.10648093790002,31.0745820667,both
"Omaha-Council Bluffs, NE-IA",50700,136053,5.36698224852071,39744.23092599989,0.29212314999301664,2.9354437869822485,42491,21133.90740000008,74446,283.8823764876566,1.0432896330972767,0.0043252827552857,4.441180778769271,3.7220949205263327,3.481485492219288,1.8512722549343201,33.6441770674376,11415.882965712077,"Omaha-Council Bluffs, NE-IA",742172.092038754,66.17116465482938,11.9060969008625,both
"Orlando-Kissimmee-Sanford, FL",91364,222120,4.862309005735301,40412.49268199828,0.18193990942732885,2.776969046889365,73255,23222.700950000133,127147,182.6445055722914,1.096967043271678,0.0088008368266652,8.797447255512457,7.053730120206701,3.891322324259698,2.2361158305039757,179.19017697893915,10385.28533862497,"Orlando-Kissimmee-Sanford, FL",4126047.062601765,326.56225619943103,45.6756864026,both
"Oshkosh-Neenah, WI",7484,19396,5.183324425440941,5104.081678000012,0.2631512517013823,2.819615179048637,6014,2738.096216999988,10511,260.4981654457224,1.0488588843134838,0.0047569213205213,4.994559273574258,4.013532799475627,3.4062852054964483,1.8273094404804764,22.088291917126316,1498.430510094682,"Oshkosh-Neenah, WI",1284937.12495799,120.97172856579999,15.490217595047998,both
"Owensboro, KY",7100,18287,5.1512676056338025,6773.841043000032,0.3704183869962286,2.6822535211267606,5422,3482.4293309999885,9488,367.0351318507576,1.073401961763829,0.0070615514333895,2.9471677359814987,2.250639924576294,2.8117810944502764,1.445535685515324,2.3582291158426663,2409.092605526736,"Owensboro, KY",216349.90001234168,20.645866693263834,4.181052160266667,both
"Oxnard-Thousand Oaks-Ventura, CA",24057,58621,4.87350875005196,11348.785698000109,0.19359590757578524,2.681257014590348,18067,6319.022577000085,32307,195.5929853282597,1.1101140236626044,0.0052929705636549,4.12480749415981,3.097763519848081,1.9458600946387543,1.08345810705304,12.886013878855104,5832.27218095913,"Oxnard-Thousand Oaks-Ventura, CA",3499957.2185567003,160.00981518100002,46.841448939,both
"Palm Bay-Melbourne-Titusville, FL",26970,68247,5.060956618464961,12570.267151999991,0.18418783465939878,2.813236929922136,22183,7020.769511000029,38030,184.6113465947944,1.093648197679267,0.0078622140415461,6.692035134367689,5.504242320566497,3.119045955861031,1.7420554778609436,43.30160238921776,4030.164136690283,"Palm Bay-Melbourne-Titusville, FL",4060706.2203797936,341.8420413479,49.4663767894,both
"Panama City, FL",11251,29260,5.201315438627677,6228.290837999993,0.2128602473684208,2.7680206203892985,8887,3300.366952000018,15564,212.0513333333345,1.072760011096153,0.0071960935492161,4.207151124052516,3.3231670108838958,2.3289806061699094,1.2341251917067508,17.686700415712952,2674.256205268551,"Panama City, FL",1254020.37708992,118.92002037227,15.54260737,both
"Parkersburg-Vienna, WV",5829,14402,4.941499399553955,4984.148918000049,0.34607338689071304,2.580545548121462,4229,2605.0408129999955,7492,347.7096653764009,1.1372546380236557,0.0081420181526962,3.687130595707855,2.675051516426234,3.1527205299574854,1.6478170671950503,7.043737411627265,1580.9041336332025,"Parkersburg-Vienna, WV",223485.756606556,20.22051996833,3.4667543757235,both
"Pensacola-Ferry Pass-Brent, FL",27403,68152,4.974053935700471,15928.751261999823,0.23372390042845143,2.6617523628799766,20566,8406.297562999924,36537,230.07629424966265,1.0793535507450522,0.0075813558858143,5.168180248037363,3.878728423206817,3.004147635228541,1.585419881918798,23.1798974289638,5302.253150014727,"Pensacola-Ferry Pass-Brent, FL",1622924.9675888,132.73011646359998,20.30034702575,both
"Peoria, IL",26187,69285,5.291556879367625,25492.132260999897,0.3679314752255163,2.7963111467522053,20575,13206.032889999895,36499,361.8190331241923,1.04752329357132,0.0045754678210361,2.971305526383769,2.3345404668479035,2.8924624228210547,1.498421297119277,22.133739695233604,8813.297645587769,"Peoria, IL",436165.5957894929,37.3017248201525,6.0279819829150005,both
"New York-Newark-Jersey City, NY-NJ-PA",410699,1052145,5.123679385632787,168078.41665499462,0.15974833949217518,2.8272238305912603,335954,93513.38285200302,581084,160.92919931025983,1.0656264768192614,0.0083309814071631,17.35017673888429,14.192538272883873,7.1005535317982025,3.9505178243268277,543.95091464237,23671.17097312117,"New York-Newark-Jersey City, NY-NJ-PA",2605599.8219713,241.8679978826839,37.23030592335382,both
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",190616,487036,5.110127166659672,91318.6263970016,0.18749871959568,2.843984765182356,157824,49939.210273000004,271381,184.01881588246783,1.0766587255999405,0.0130185974699776,15.125624802215857,12.52353741965478,7.246250473909698,3.962740575336602,132.4233107539549,12602.19015693655,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",2177710.667279248,208.15307389070156,39.071250065165636,both
"Pine Bluff, AR",12060,30762,5.101492537313433,12830.997916000064,0.4171054520512341,2.6066334991708127,8735,6557.78028799997,15662,418.70644157834056,1.0821539920698195,0.0028093474652024,2.23115809892378,1.6160170807710796,2.373796427658184,1.2132209453178981,0.8225549087850701,5405.264649697954,"Pine Bluff, AR",258456.77016732167,16.824254741553002,2.813219752933333,both
"Pittsburgh, PA",117483,296406,5.045938561323766,73845.79568199921,0.24913731733500405,2.65523522552199,88963,38930.09062399896,155996,249.5582619041447,1.0925125399986328,0.0067758147644811,8.491773839728115,6.430323332769271,5.337638602574911,2.813900948555273,103.2183471684908,13834.918618577049,"Pittsburgh, PA",1527745.5724048833,148.13989342266538,29.626048179385716,both
"Phoenix-Mesa-Chandler, AZ",181979,458340,5.037284521840432,83790.35630399856,0.18281266375179683,2.7747212590463737,146781,46359.06659099935,254164,182.39824125761064,1.079241246989251,0.0078138524732062,4.817745885426057,3.8859074882745928,2.2182814738072647,1.2273185495083485,396.0285688022146,37772.64395585835,"Phoenix-Mesa-Chandler, AZ",13359895.3014945,931.3319286180499,214.5745612825,both
"Pittsfield, MA",8102,20588,5.082201925450506,6819.785418000038,0.3312505060229278,2.636262651197235,6277,3462.68164199999,10642,325.3788425108053,1.0875709606963324,0.0189813944747227,3.3063594411847035,2.561591978809724,2.78309823545522,1.413091846314937,14.439678901722944,2450.4292845719665,"Pittsfield, MA",578855.98481766,61.986819905999994,8.479890923031,both
"Pocatello, ID",9717,24512,5.045178553051353,9966.665475999955,0.40660351974542897,2.604404651641453,7139,5192.3942170000155,12609,411.8006358156884,1.105680754042763,0.0111031802680624,1.4489982527439202,1.0645671016094316,1.4862283482975287,0.7742894049594172,3.098997537592301,6706.012227136394,"Pocatello, ID",401771.30192701,40.4174255107915,5.752359585350001,both
"Portland-South Portland, ME",35778,85192,4.762256135055062,22005.07987999998,0.2582998389520141,2.4672424394879533,25243,11385.0003120001,44160,257.8125070652197,1.0855959919854343,0.0312273550724637,4.8286059081721175,3.4068002386938554,2.969809903246892,1.536521878558474,13.162118823250486,7409.592060401522,"Portland-South Portland, ME",1079394.82689152,97.23315046832,13.229184153399332,both
"Port St. Lucie, FL",20842,52587,5.046252758852318,10211.424197999964,0.1941815315191961,2.822665771039248,17268,5682.76767400002,29471,192.82574985579112,1.0695546700827885,0.0087204370398018,5.588299872144089,4.630014499193174,2.7379570357975362,1.5237026132827403,23.911376591927016,3729.5779533755504,"Port St. Lucie, FL",1714027.83618102,139.47427885373,17.3105615236,both
"Poughkeepsie-Newburgh-Middletown, NY",29431,72370,4.917943664843192,19217.16559200016,0.26554049456957524,2.549488634433081,21748,10044.463541999985,37439,268.2887775314508,1.1015428103330016,0.0169075028713373,6.8389335272569225,5.053621227643761,4.465526759742381,2.33404975980067,21.356891181154257,4303.448758889267,"Poughkeepsie-Newburgh-Middletown, NY",1733565.43894933,113.143048410929,22.169888437185,both
"Prescott Valley-Prescott, AZ",20456,49016,4.792334767305436,16692.816441000035,0.34055852050350977,2.5027864685177943,14349,8829.991876999979,25602,344.8946128036864,1.1414863625444829,0.009178970392938,0.971507835641642,0.6814707632783497,0.7927846094719967,0.41935893122592527,15.223074615120266,21055.92898948636,"Prescott Valley-Prescott, AZ",2223671.122863746,184.7185732548834,35.93246411,both
"Portland-Vancouver-Hillsboro, OR-WA",97359,243207,4.996086648383817,49366.07231399912,0.20297965237019958,2.621606631128093,71071,25760.149770000167,128365,200.6789215907776,1.1112811845427315,0.0044248821719316,5.512312762551828,4.023927734953327,2.795029020979199,1.4584989815262939,203.52208925994967,17662.096509003124,"Portland-Vancouver-Hillsboro, OR-WA",1664318.1200529565,221.7240717645553,43.13195666681429,both
"Provo-Orem, UT",26065,66793,5.125110301170151,13735.872357000191,0.2056483816717349,2.6969882984845577,20118,7232.049809000032,35253,205.14707426318415,1.0934969196977935,0.0043400561654327,1.8140703622773624,1.4001714002799148,0.9559884497548032,0.5033357842708851,15.94654039320538,14368.240913918193,"Provo-Orem, UT",1594224.0188792886,114.3214587029215,22.174189178,both
"Providence-Warwick, RI-MA",72030,182473,5.066583368041094,30602.585165999277,0.16771021009135206,2.692280994030265,56357,16382.440066999932,96998,168.89461707457815,1.0753626006803472,0.0150209282665621,12.515157761078244,9.791985921714378,5.317175916275356,2.846436511868852,73.60084546744594,5755.420856460242,"Providence-Warwick, RI-MA",1137627.0725329705,107.44366118171365,18.277295235866664,both
"Pueblo, CO",10198,27212,5.33673269268484,9046.139429000037,0.33243199430398485,2.8078054520494216,8072,4736.016568,14307,331.0279281470609,1.07254838419356,0.0041238554553714,1.637842958668987,1.2963981528119304,1.4528491632600118,0.7606247683897297,4.950483812691901,6226.482182569888,"Pueblo, CO",871092.58662647,88.2144759811,17.4929407827,both
"Racine, WI",8436,21790,5.165955429113324,4522.1441250000025,0.2075330025240937,2.927927927927928,7069,2458.0900790000105,12301,199.82847565238689,1.0563605769509474,0.0182911958377367,9.48171924737231,7.945267112336992,5.0827051907781104,2.762792794432115,11.655072365928609,889.7120638050834,"Racine, WI",865302.90129586,78.9049230916,12.3599149675,both
"Punta Gorda, FL",16335,44082,5.397245179063361,8328.663334000068,0.1889356956127233,2.866727884909703,13812,4410.444423000058,23393,188.53693083401265,1.0691779656637153,0.0091480357371863,7.352242440228571,6.216661927421917,3.7486594450328057,1.9851029487021998,11.128280004841816,2221.7711307534314,"Punta Gorda, FL",1187684.8511632,112.0004722125,13.076156352434001,both
"Rapid City, SD",9871,24382,4.9401276466416775,13322.465385999976,0.5464057659748985,2.6232397933340086,7218,6977.028717000011,12911,540.394138099296,1.099774863668805,0.0075904267678723,0.6085902396075181,0.4450212085388578,0.8213881472422846,0.43016427703652843,4.028809999498933,16219.451705906164,"Rapid City, SD",470590.365964393,45.06578588555,8.597765966299999,both
"Reading, PA",15513,40986,5.28408431637981,11528.788906000089,0.2812860222027055,2.817830206923225,12634,6068.921953999989,21783,278.6081785796258,1.0766279597842494,0.0068861038424459,6.924175364602879,5.63914339949673,5.145836145596132,2.7088428984454516,9.124193326182146,2240.4111945668083,"Reading, PA",2037986.8600835002,227.8742270233,52.3840033755,both
"Redding, CA",14740,33355,4.525780189959295,14322.031420000068,0.4293818444011413,2.358480325644505,9428,7375.226467000028,17363,424.766829868112,1.2299178180388952,0.0053562172435639,1.4783794835312327,0.9456012056127858,1.4364584405575165,0.7397139413303514,11.7385235693885,9970.376458953746,"Redding, CA",1123127.6747662202,31.773150978300002,16.1477806018,both
"Raleigh-Cary, NC",67925,158618,4.670386455649614,31539.057097000383,0.19883655762271862,2.5057342657342656,47115,16980.855183000054,85224,199.2496853351175,1.066501247770126,0.0066061203416877,12.20659817571796,8.466895444224537,5.667789426928369,3.0515785925497143,101.55889254885624,5564.6134182675205,"Raleigh-Cary, NC",2356525.4279531185,207.77103061758461,40.98187184407734,both
"Reno, NV",19708,47248,4.794804140450578,10124.724171000056,0.21428894706654367,2.66688654353562,14779,5562.726442999983,26371,210.94105051002933,1.092954992352959,0.0039816465056311,1.1173212435399458,0.8378775450718925,0.5740090014836984,0.31537205331668766,13.749872478235275,17638.61567471881,"Reno, NV",1184609.1600498895,134.32764427817065,21.15368563809,both
"Richmond, VA",67567,159076,4.708689152988885,39785.0298330001,0.2501007683937244,2.571240398419347,47650,21696.795331000172,86878,249.7386603167681,1.0741100830647743,0.009277377471857,5.801964588618114,4.091695837430301,3.416332444065621,1.863099415350065,117.56287028346652,11645.538156600987,"Richmond, VA",499102.5698233199,37.63413349787037,7.537636977632615,both
"Riverside-San Bernardino-Ontario, CA",148751,374550,5.035932531546006,80332.29006000335,0.2144768123348107,2.6663417388790664,111197,43533.516167001486,198655,219.1413061186554,1.071801713128679,0.0023860461604288,2.0965445806841845,1.5672463898618447,1.1322292110926986,0.6135754206563606,124.40762583483549,70950.55424552753,"Riverside-San Bernardino-Ontario, CA",12902101.490735099,343.089005211429,187.7493176042,both
"Roanoke, VA",17685,42174,4.769465648854962,14040.744540999816,0.3329241841181727,2.5085100367543114,12200,7333.436579000009,22148,331.11055530973493,1.1211864402952498,0.0088495575221238,3.604673172839855,2.486684348806685,2.8618770242374714,1.4947493413086692,4.865395589737393,4906.131333417753,"Roanoke, VA",495830.1878061302,35.09263549781925,8.0887011417405,both
"Rochester, MN",15155,38716,5.10933685252392,17591.067727000074,0.4543617038692032,2.7276806334543053,11541,9121.635908999968,20601,442.77636566185953,1.0556854537742926,0.0068928692781903,2.335246499322094,1.778362246695895,2.7106221925974787,1.40556043052345,11.616109761787994,6489.678928712404,"Rochester, MN",368784.3456735163,32.973590589115,4.966680197975,both
"Rockford, IL",16230,43303,5.336167590881084,9965.403418000013,0.2301319404660188,2.856685150955021,13241,5312.831612000037,23130,229.69440605274696,1.0456374662306858,0.0072200605274535,7.818918517327954,6.378946400982097,4.800904332572001,2.5594946069323727,11.21065608968611,2075.734638240796,"Rockford, IL",857001.0845253305,84.1557972976895,13.3991159816695,both
"Rocky Mount, NC",9172,22801,4.97187091146969,7933.587013999992,0.3479490817946578,2.6324683820322723,6739,4212.6058270000185,12017,350.55386760422886,1.0485359004450647,0.00482649579762,3.393494761899125,2.49332328831642,2.9353015672786626,1.558597449615165,8.749989198760806,2702.818375610814,"Rocky Mount, NC",550794.0166520949,43.3825507995,8.855397003621,both
"Rome, GA",5273,13146,4.986155888488526,4329.493689000047,0.32933924303971146,2.6320879954485115,3960,2274.871294999994,6911,329.16673346838286,1.0973221139599565,0.0063666618434379,3.920628411809328,2.944374836101828,3.219104108826619,1.6914327768606967,10.742399716766526,1344.9374554643314,"Rome, GA",671304.25937307,63.755445835193,13.4192389554516,both
"Rochester, NY",36026,94506,5.24654416254927,33409.19707599951,0.35351403165936035,2.73474712707489,29001,17341.22804899984,49195,352.4998078869772,1.0590103441841836,0.0136802520581359,2.6401597533212344,2.1253337313626024,2.448387761917264,1.270849174710895,59.29521869230821,13645.386403107035,"Rochester, NY",858376.5667969761,90.02495606377666,11.220770682603666,both
"Saginaw, MI",8645,24645,5.701561596298438,7948.457914999978,0.3225180732400072,2.981839213418161,7296,4086.735769,12802,319.2263528354944,1.03585573893845,0.0132010623340103,4.088150672733775,3.4502194688566363,3.7587615468366984,1.9325843358383492,5.174274414756816,2114.648087131052,"Saginaw, MI",1085646.03350268,83.881911932794,15.3115403112,both
"St. Cloud, MN",12576,32241,5.127385496183206,13968.141182000052,0.4332415614279971,2.723998091603053,9625,7303.372605999989,17051,428.32517776083455,1.0480588745139874,0.0048091021054483,2.6935744531737846,2.061518297693836,2.991748429243004,1.5642635077553133,7.893659294011572,4668.888949842078,"St. Cloud, MN",780283.89911509,60.528522233249994,9.11311346085,both
"St. George, UT",11271,28379,5.035755478662053,6098.671672000031,0.21490086585151102,2.656729660189868,8494,3225.571503999995,14981,215.31082731459816,1.1078335916323463,0.0030038048194379,1.7900442324841774,1.3490050315606958,0.9685823841964593,0.5122806909059094,15.91520695818364,6296.4924527917365,"St. George, UT",1215750.1657801499,82.7770358444,16.5378389502,both
"St. Joseph, MO-KS",10640,28837,5.420488721804511,12740.991703000092,0.4418279190969966,2.82406015037594,8549,6610.090119999968,14952,442.0873542001049,1.0530537338901664,0.0050829320492241,2.458940443646442,1.975703181647879,2.944486822431455,1.5276144673135044,2.8336712415433705,4327.066980207785,"St. Joseph, MO-KS",279765.397362263,20.012627380471653,3.7527889983750002,both
"Sacramento-Roseville-Folsom, CA",88387,214966,4.864199486349802,43817.62430600075,0.20383513814277956,2.630251055019403,65578,23654.663751000182,116467,203.10185504048516,1.1143019474596456,0.0031425210574669,6.4323709161642935,4.772444137036239,3.188831074720636,1.7214700254967286,87.12847576802514,13740.967545557263,"Sacramento-Roseville-Folsom, CA",2830046.5323478053,101.346221522325,39.382199299525,both
"Salem, OR",15600,39172,5.022051282051282,10812.31278100003,0.27602146382620324,2.5975,11252,5596.292615999986,20268,276.11469390171635,1.093245270533372,0.0034043812907045,3.115515189463138,2.2471651866563604,2.1593541475917957,1.1176496570402792,14.907980913935337,5007.197542403308,"Salem, OR",1188116.672572055,151.4920738042,32.26058033045,both
"Salinas, CA",15798,39836,5.043170021521712,11642.760934999924,0.2922673193844744,2.6874287884542345,12102,6195.031239000022,21292,290.9558162220562,1.1280241398233244,0.0112248731918091,1.6108332140495307,1.2339728798852654,1.1871468551295257,0.6316724953700248,25.82117937352174,9807.346820397905,"Salinas, CA",1756169.6727244998,56.2737015026,23.3538154699,both
"Salisbury, MD-DE",29180,71857,4.925085675119945,19285.16046200008,0.2683824883031588,2.6888965044551063,22541,10243.28617200004,39297,260.66331200855126,1.075918518719684,0.0093391353029493,3.895131163707689,3.008915406481666,2.57430532942563,1.3673386973040915,21.254308401975056,7491.403696974406,"Salisbury, MD-DE",652961.7630564829,88.42899455627688,9.97422735771025,both
"St. Louis, MO-IL",159275,402096,5.049078637576518,89564.9082009978,0.22274508625054165,2.6828818081933763,122818,47249.25417500042,213885,220.90962047362092,1.0874270873893557,0.0296280711597353,7.607051913120697,5.865847759319778,4.277663828465735,2.256647492484464,66.03046100252911,20937.808998684675,"St. Louis, MO-IL",1719502.234999915,132.67391920119303,23.776374326336988,both
"San Angelo, TX",10757,29676,5.517523473087292,14715.26241400017,0.4958640791885756,2.874221437203681,8906,7592.8810819999735,15398,493.1082661384578,1.1225788049194148,0.0040264969476555,1.1814055278649862,0.9781163550400268,1.6161283220120537,0.8339008722409823,11.578534645148515,9105.256193815048,"San Angelo, TX",245317.68253874665,16.833094683266665,3.3914114086,both
"Salt Lake City, UT",41929,105263,5.021011710272127,18063.59098399989,0.1716043717545566,2.679577380810417,32047,9936.897912000006,56267,176.602589652905,1.0737744597605674,0.0024703645120585,1.999662790742276,1.5283740002126862,0.8614822857185297,0.4739069620079426,66.699369329828,20968.03530781104,"Salt Lake City, UT",3228648.5599597837,306.62260833895004,51.900537156949994,both
"San Antonio-New Braunfels, TX",91978,231030,5.023592598230011,61033.780008999616,0.26418118862918066,2.753038770140686,72912,32832.816019000704,126716,259.1055274708853,1.0873474144760105,0.0039063733072382,4.822160991572239,3.8225815109864874,3.1998381474656927,1.7213368919773568,49.99079045979385,19074.02099613665,"San Antonio-New Braunfels, TX",1617408.9362827973,128.83143903731252,21.998754907649122,both
"San Diego-Chula Vista-Carlsbad, CA",85819,203433,4.740978105081625,36698.078035000755,0.18039392839411877,2.5894615411505613,61121,20630.66656800064,111376,185.2344003016865,1.0902153008655415,0.0042378968539003,7.334428191029195,5.223640283199472,3.136361622676783,1.7631776468622031,58.2293721252363,11700.843987397137,"San Diego-Chula Vista-Carlsbad, CA",16655804.95247847,521.7167749997,224.9365497872,both
"San Jose-Sunnyvale-Santa Clara, CA",49337,118419,4.800413482781686,19845.880390000006,0.16759033930365907,2.720372134503517,38297,11207.928637999945,67248,166.66560549012527,1.0971415835410443,0.0028699738282179,7.069521023019842,5.487594434574272,2.8437251684829286,1.6059891588634643,140.31290054184774,6978.832065050573,"San Jose-Sunnyvale-Santa Clara, CA",4093956.6784121147,113.39465360065,53.4401399054,both
"San Luis Obispo-Paso Robles, CA",14040,34767,4.952564102564103,11226.73053399992,0.3229134102453453,2.590954415954416,10156,5875.262788999977,18252,321.8969312404107,1.1154410137358588,0.0051501205347359,1.498339244703881,1.0838414080635768,1.1981090419378517,0.6270040462754304,35.66675643448052,9370.374599495151,"San Luis Obispo-Paso Robles, CA",1250332.27449092,37.5733090206,16.1254335266,both
"Santa Cruz-Watsonville, CA",10531,24600,4.671920995157155,5186.1454740000345,0.21081892170731847,2.4938752255246417,7309,2720.9444210000192,13165,206.6801687049008,1.1688403486726362,0.0069122673756171,6.879952432165128,4.775004494036172,3.388133526484542,1.7776059431246052,8.553908354493432,1530.6791876591335,"Santa Cruz-Watsonville, CA",817835.10427613,39.2810489247,10.704236234200001,both
"Santa Fe, NM",12494,28828,4.6146950536257405,8719.467043000011,0.30246520892881956,2.53569713462462,8880,4653.080778000017,15875,293.1074505826782,1.1092652974249892,0.0129133858267716,2.527255483275749,1.7962244830709666,1.763752272744034,0.9412136953998346,11.083484787507748,4943.702796444492,"Santa Fe, NM",1245369.45460725,106.0526342565,19.7144007258,both
"Santa Maria-Santa Barbara, CA",14944,37791,5.057682012847966,9872.43512300002,0.2612377318144537,2.6870315845824413,11303,5287.349373000008,20103,263.0129519474709,1.1334163776910344,0.0061184897776451,1.5207885304087485,1.1502591514460707,1.0046765325390064,0.5380714857282052,27.611721941612867,9826.481263626734,"Santa Maria-Santa Barbara, CA",2180447.1016722703,74.536852198,29.573835784,both
